Date & time,Open,High,Low,Close,Volume
31.12.2019 23:00:00.000,1.12076,1.12076,1.12076,1.12076,0
01.01.2020 23:00:00.000,1.12143,1.12245,1.11635,1.11722,486669.022
02.01.2020 23:00:00.000,1.11722,1.11798,1.11249,1.11548,179358.553
03.01.2020 23:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 23:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 23:00:00.000,1.11656,1.12055,1.11571,1.11968,139972.9844
06.01.2020 23:00:00.000,1.1196,1.11975,1.11335,1.11526,152901.8549
07.01.2020 23:00:00.000,1.11529,1.11682,1.11016,1.11053,199890.271
08.01.2020 23:00:00.000,1.11053,1.11204,1.10924,1.11051,143293.645
09.01.2020 23:00:00.000,1.11051,1.11291,1.1085,1.11165,128788.1514
10.01.2020 23:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 23:00:00.000,1.11141,1.11469,1.11125,1.11338,121005.1299
13.01.2020 23:00:00.000,1.11338,1.11444,1.11045,1.11274,137411.6116
14.01.2020 23:00:00.000,1.11284,1.11634,1.11185,1.11495,148755.545
15.01.2020 23:00:00.000,1.11492,1.11727,1.11279,1.11358,132757.3145
16.01.2020 23:00:00.000,1.11358,1.11425,1.10862,1.1089,126960.3572
17.01.2020 23:00:00.000,1.1089,1.1089,1.1089,1.1089,0
18.01.2020 23:00:00.000,1.1089,1.1089,1.1089,1.1089,0
19.01.2020 23:00:00.000,1.1091,1.11023,1.10766,1.10944,97404.3398
20.01.2020 23:00:00.000,1.10934,1.11179,1.10809,1.10819,132942.3361
21.01.2020 23:00:00.000,1.10816,1.10984,1.107,1.1092,135326.469
22.01.2020 23:00:00.000,1.1092,1.11087,1.10362,1.10542,170843.2325
23.01.2020 23:00:00.000,1.10542,1.10617,1.10195,1.10224,126007.9525
24.01.2020 23:00:00.000,1.10224,1.10224,1.10224,1.10224,0
25.01.2020 23:00:00.000,1.10224,1.10224,1.10224,1.10224,0
26.01.2020 23:00:00.000,1.10318,1.10375,1.10096,1.10184,133966.0828
27.01.2020 23:00:00.000,1.10185,1.10252,1.09978,1.1022,122430.6305
28.01.2020 23:00:00.000,1.10219,1.10276,1.09923,1.10098,121048.5688
29.01.2020 23:00:00.000,1.10097,1.10393,1.10069,1.10312,145870.8827
30.01.2020 23:00:00.000,1.10312,1.10954,1.10168,1.10944,144516.3497
31.01.2020 23:00:00.000,1.10944,1.10944,1.10944,1.10944,0
01.02.2020 23:00:00.000,1.10944,1.10944,1.10944,1.10944,0
02.02.2020 23:00:00.000,1.10939,1.10939,1.10356,1.10593,135229.0782
03.02.2020 23:00:00.000,1.1059,1.10641,1.10328,1.10434,113720.0851
04.02.2020 23:00:00.000,1.10436,1.10479,1.09937,1.09989,123497.9198
05.02.2020 23:00:00.000,1.09989,1.10138,1.09644,1.09827,101074.2299
06.02.2020 23:00:00.000,1.09827,1.09849,1.09419,1.09438,133507.4753
07.02.2020 23:00:00.000,1.09438,1.09438,1.09438,1.09438,0
08.02.2020 23:00:00.000,1.09438,1.09438,1.09438,1.09438,0
09.02.2020 23:00:00.000,1.09439,1.09574,1.09076,1.09105,104173.4246
10.02.2020 23:00:00.000,1.09105,1.09248,1.08913,1.09143,97736.852
11.02.2020 23:00:00.000,1.09139,1.09255,1.08654,1.08728,230124.6973
12.02.2020 23:00:00.000,1.08707,1.08887,1.0834,1.08408,357053.314
13.02.2020 23:00:00.000,1.08408,1.08611,1.08271,1.08299,121806.8393
